Cooperator,Defector,TitForTat,Unforgiving,Pheromones,Learner,LearnerExt
75.70994999999999,96.36975,101.6825,97.18845,110.35934999999999,97.18240000000002,101.6973
77.30805000000001,102.03444999999999,101.6214,93.2368,112.59660000000001,100.4458,100.33739999999999
